id,text,label,label_text,persona
4ab11b30-5602-4ffc-aac1-92fa4b3c8646,"I requested a refund from a merchant like days ago, and it still hasn’t shown up in my account—stop telling me to “wait,” because I’ve been checking nonstop and there’s nothing there, so what the hell is going on?",51,Refund_not_showing_up,angry_layperson
01a4922b-63fe-4734-9403-e36c409e216e,"It’s been way too long since I asked for my refund, and the payment still hasn’t landed in my account. I’ve double-checked everything and there’s no sign of it—either complete it or tell me exactly what’s blocking it.",51,Refund_not_showing_up,angry_layperson
507d4abc-118b-4ee2-8e08-f88277447a8c,"You told me my refund would be posted by now, but it’s still missing from my account. I’m getting nowhere with support and my statement shows nothing—when will I actually get my money back?",51,Refund_not_showing_up,angry_layperson
5980d814-ea43-45db-bd2a-6bb8f945d2bf,"I sent the return in, and they claimed the refund was already completed, yet the funds never appeared. This is unacceptable—please confirm the status and get the refund to my account immediately.",51,Refund_not_showing_up,angry_layperson
06f76888-21d5-422e-8c8d-97a84ee1a015,"My refund has been “in progress” for far too long, and it still hasn’t arrived anywhere on my end. I need a real timeline—how much longer before the money is actually returned?",51,Refund_not_showing_up,angry_layperson
9c5ab4c5-8606-497e-9c61-7df5532f9ee8,"I expected the refund to show up already, but it’s still not there in my account. I’ve waited long enough and I’m tired of vague answers—where is the money and when will it be credited?",51,Refund_not_showing_up,angry_layperson
cb8249ff-aaad-43f2-b2cf-07c742c6cf1e,I requested the refund days ago and it still is not back in my account. I checked again today and nothing. The seller says it was sent already. I need the money returned now. Please investigate immediately and confirm the status.,51,Refund_not_showing_up,panicking_emergency
93d1ef69-14dd-4fc6-9d44-046077354a9e,"My refund was supposed to appear days ago, but my account still shows no credit. I’ve reviewed my transactions repeatedly and there’s nothing posted. The merchant said it’s already been processed—please verify the refund and push it through immediately.",51,Refund_not_showing_up,panicking_emergency
d913bbbe-c69b-4e0a-b023-7df961544674,"It’s been a couple of weeks since I filed for a refund, and it hasn’t been credited to my account. I keep checking, and there’s still no deposit. Please tell me the current refund status and the expected date it will arrive.",51,Refund_not_showing_up,panicking_emergency
732c323b-0268-4e1e-b954-a09ffcb1e36b,"I’m in a rush and really worried—my refund was marked as approved, yet I don’t see the funds in my account. I’ve checked multiple times and nothing has appeared. Please confirm where the refund is stuck and when it will be posted.",51,Refund_not_showing_up,panicking_emergency
dbbc66b5-970b-401a-af5b-c0b3c90353c3,"The refund was promised to me last week, but my balance hasn’t updated. I checked again today and my statement is unchanged. Can you look into it right away and let me know exactly what’s happening with my refund?",51,Refund_not_showing_up,panicking_emergency
b1f1452b-3847-4dff-b27a-a20e5d127439,"I asked for a refund weeks ago and the merchant confirmed they approved it, but I still have not received anything in my bank. I’ve been monitoring daily and the credit never comes through. Please fix this urgently and confirm the refund timeline.",51,Refund_not_showing_up,panicking_emergency
4fd260f2-b690-4cce-afc7-6e6e9973e250,"Hello, I would like assistance because a refund I was issued for a recent card purchase has not yet appeared on my account or on my statement, and I would appreciate it if you could verify the refund status and the expected posting timeline.",51,Refund_not_showing_up,polite_expert
26896e13-fea8-4077-b151-c916c9ead3c6,"Hi there—I'm following up on a refund I requested earlier, but the money hasn't shown up in my account. I’ve reviewed my transaction history and balance a few times already. Can you tell me when it should appear and whether there’s a way to confirm the refund reference or status?",51,Refund_not_showing_up,polite_expert
f9db8f5a-414d-4883-9a05-e00600070b91,"Hello, I’m contacting you because a purchase was marked as refunded, yet the funds still aren’t visible on my account. I also don’t see it on my most recent statement. Please check whether the refund completed and let me know the likely crediting window.",51,Refund_not_showing_up,polite_expert
4c831f7a-6a8e-4cb8-95b0-e23cea31b53d,"Good day—my merchant refund was initiated about a week ago, but I haven’t received it in my bank account. Could you look into the current status and estimate when the credited amount should land?",51,Refund_not_showing_up,polite_expert
f9d8d978-cefc-4015-bdb7-8974aa0a73d6,"Hello, the merchant confirmed my refund was processed, but it still hasn’t been posted to my account after a few business days. I can’t find it in my statement or transaction history. Please help me verify the status and the expected posting date.",51,Refund_not_showing_up,polite_expert
384e848a-9573-418d-a09c-423023e7b8af,"Hi, I’m reporting that a refund for a returned item hasn’t been reflected yet. Could you investigate and confirm where it is in the process, and when I should expect the amount to be credited to my account balance?",51,Refund_not_showing_up,polite_expert
05b5763c-9980-4319-8f00-19ac397d350b,"Hey, I requested a refund from a merchant like a week ago, but it still hasn’t shown up on my account/statement—can you check what’s going on?",51,Refund_not_showing_up,gen_z_slang
25ba39d9-9ead-4d8c-9e79-42ff50863777,"Yo—my return got approved 5–7 days ago, but the refund hasn’t shown up in my balance yet. What’s taking so long?",51,Refund_not_showing_up,gen_z_slang
bdcdf989-9243-4c7c-8f48-b4aa3264e29a,"Hi, I’m waiting on a refund from last week’s order and it’s still missing from my account/statement. Any clue what’s up?",51,Refund_not_showing_up,gen_z_slang
947f82ec-f54c-43e2-9d30-dca64fe89f21,"Heyyy, I asked for a refund a little over a week ago and it’s still not popping up on my account. Can you check the status and give me an ETA?",51,Refund_not_showing_up,gen_z_slang
9257483e-87ce-4b00-9b4b-2bf83074023a,"I requested a refund about a week ago, but it hasn’t posted anywhere for me. When should I expect it to finally go through?",51,Refund_not_showing_up,gen_z_slang
94a109f0-f979-48d4-8bb4-3379d31231ed,"Hey, the refund was supposed to land on my card a few days back, but I still can’t see it on my statement/account. Any idea when it’ll show?",51,Refund_not_showing_up,gen_z_slang
c7fe51ff-aaca-4afe-94ae-432d9d68a7e2,"Hi, I returned an item and it was marked as refunded, but the money still not show up in my account. Can you please check why and when it will come?",51,Refund_not_showing_up,non_native_speaker
e4327f32-597a-414b-b08e-aa4383c37c17,"Hello, my refund is supposed to be processed, but I can’t see it on my bank statement yet. Could you look into the status and tell me the expected date?",51,Refund_not_showing_up,non_native_speaker
45f02f64-d158-40e8-b8a3-babd5c6a6cfc,"Hi there, I requested a refund last week, but it hasn’t appeared in my account balance. Why is it still missing? Please assist me.",51,Refund_not_showing_up,non_native_speaker
4081e853-6910-4df4-9bd3-c14d7d978081,"Hi, I submitted a refund request some time ago, and it still doesn’t show on my account or on my statement. It has been more than a few days—can you check and confirm where the payment is?",51,Refund_not_showing_up,non_native_speaker
68e2ff76-c325-4455-b492-86e2008e02e9,"Hello, I’m waiting for a refund from last week, but the funds haven’t arrived. I keep checking my bank account and nothing is there. Can you tell me what’s happening?",51,Refund_not_showing_up,non_native_speaker
ca737b4d-94a3-4444-b8cf-dd9d0ca1096f,"Hi, I requested a refund last week, and the money still isn’t showing in my account. I’ve checked repeatedly and there’s no update. Please help me locate the refund and estimate when it will reach me.",51,Refund_not_showing_up,non_native_speaker
18ac2c47-2f75-4a33-8ea6-04609c966c56,Refund requested last week; not received yet.,51,Refund_not_showing_up,short_wording
f3d753e2-4a3b-48bb-a1be-148c4839c896,"Refund missing statement, when?",51,Refund_not_showing_up,short_wording
f40c7a59-389c-4eff-970d-499cdd853dbc,"Refund issued, no credit yet",51,Refund_not_showing_up,short_wording
000d7c9e-484d-4c97-b3bd-0b0a52d55c85,"Refund pending, not received yet; balance unchanged after 7 days.",51,Refund_not_showing_up,short_wording
4e562b8a-1b9d-41b4-b140-fc2cf0930861,"I’m still waiting on my refund—it's been requested, but nothing has posted.",51,Refund_not_showing_up,short_wording
c13fd5ef-16a7-4b4c-8678-1ba5cd8da534,"It’s been a week since I asked for a refund, and I still don’t see the amount on my account.",51,Refund_not_showing_up,short_wording
13ca3f45-1a72-44b0-9655-eda5708e9008,I can’t use my damn card because nobody told me how to activate it—what the hell do I do to get it working?,0,activate_my_card,angry_layperson
fa777e02-e50a-4404-acb1-d1fbf864071c,"I just got my new card and it’s useless right now—how the hell do I get it activated, step-by-step, because I’m not wasting another minute on this.",0,activate_my_card,angry_layperson
e1ba58a7-3e0c-4af0-ba4f-1d47797cdb2b,"Just delivered a replacement card, and it won’t let me pay. What’s the exact process to activate it—like, right now—so I can stop dealing with this?",0,activate_my_card,angry_layperson
dfed5de0-1879-489e-b1be-bf23b84fa145,"I received a brand-new card, but it’s not functioning because activation isn’t going through. Can you walk me through getting it activated immediately?",0,activate_my_card,angry_layperson
5ded0795-c87d-4ed9-8466-a3e7d15fcd74,My card still shows as inactive and I’m fed up. Please activate it so I can use it today.,0,activate_my_card,angry_layperson
6a16ff3b-6e00-46b0-bd7a-7f18989646d2,"I have a new card in hand, but it won’t work yet. How do I activate it right away so I can start using it?",0,activate_my_card,angry_layperson
a47e3d7f-5a22-42eb-8b15-7fcdee619ae8,I just got a new card right now and it will not work I need it activated immediately please tell me how fast please now my account depends on it,0,activate_my_card,panicking_emergency
9f15e61c-fee5-407b-81e9-717fdc1cab12,"My card came in today, and it’s still not activating. I’m locked out of payments—what should I do immediately to get it working?",0,activate_my_card,panicking_emergency
cadf8666-9c66-43c7-a8f0-596c5abceb8f,"I received a replacement card, but the app says it needs activation. Can you walk me through the process step-by-step so I can use it today?",0,activate_my_card,panicking_emergency
426be207-b6f3-429a-b25e-b40dc27e202b,"I have my new card in hand, but it won’t let me use it because it isn’t activated. Tell me the quickest way to activate it and exactly what to tap.",0,activate_my_card,panicking_emergency
14af04b3-8e20-43ba-94e5-17c0b9465c65,I just got my bank card and it’s not working yet. I need it activated right away—please explain the steps and where I should complete them.,0,activate_my_card,panicking_emergency
8bc4a5ea-8d88-46cd-b49c-da3a30c0f694,"My new card arrived, but I can’t use it until it’s activated. Where do I go to activate it now? I need this resolved immediately.",0,activate_my_card,panicking_emergency
085f2a05-6fca-4dc7-8b74-4de47dd101d1,"Hello, I have just received my new debit card, and I would like to know the correct steps to activate it so that I can begin using it for purchases and ATM withdrawals.",0,activate_my_card,polite_expert
6c9e2744-a4b6-4e23-91d9-15eedb6329b9,Hi there—I've received a replacement card and I’d like to activate it. Can you tell me what I need to do to get it working safely and quickly?,0,activate_my_card,polite_expert
14e8269d-dc2f-40db-bcc8-03ff215a2ab3,Hello! I just got a new debit/credit card and want to set it up right away. Please walk me through the activation process and let me know what details you may ask for.,0,activate_my_card,polite_expert
