id,text,label,label_text,persona
4ab11b30-5602-4ffc-aac1-92fa4b3c8646,"I requested a refund from a merchant like days ago, and it still hasn’t shown up in my account—stop telling me to “wait,” because I’ve been checking nonstop and there’s nothing there, so what the hell is going on?",51,Refund_not_showing_up,angry_layperson
01a4922b-63fe-4734-9403-e36c409e216e,"I’m sick of this— I requested a refund and it’s been ages, but the money still isn’t back in my account. I’ve checked my statements over and over and nothing shows up, so fix this and put my money back where it belongs.",51,Refund_not_showing_up,angry_layperson
507d4abc-118b-4ee2-8e08-f88277447a8c,"I’m seriously pissed off because I was told my refund would be back by now, but it still isn’t in my account and I can’t see a damn thing in my statement—what the hell is going on and when am I getting my money?",51,Refund_not_showing_up,angry_layperson
5980d814-ea43-45db-bd2a-6bb8f945d2bf,"I returned the stuff and they said the refund was processed weeks ago, but the damn money still isn’t showing up in my account and it’s driving me crazy—what’s going on?",51,Refund_not_showing_up,angry_layperson
06f76888-21d5-422e-8c8d-97a84ee1a015,"I’m sick of this—my refund was supposed to be processed already, but it still hasn’t shown up anywhere, and I’m out of my money. How long is this gonna take before you people actually put it back?",51,Refund_not_showing_up,angry_layperson
9c5ab4c5-8606-497e-9c61-7df5532f9ee8,"My refund was supposed to be back already, and it’s still not showing up in my account—this is ridiculous. I’ve been waiting forever, and nobody can give me a straight answer. Where the hell is my money?",51,Refund_not_showing_up,angry_layperson
cb8249ff-aaad-43f2-b2cf-07c742c6cf1e,I requested the refund days ago and it still is not back in my account. I checked again today and nothing. The seller says it was sent already. I need the money returned now. Please investigate immediately and confirm the status.,51,Refund_not_showing_up,panicking_emergency
93d1ef69-14dd-4fc6-9d44-046077354a9e,I need the refund back in my account and it is not showing up yet I already waited days and checked my statement again and again nothing is there I was told it would post and it has not please fix this now I am out of patience,51,Refund_not_showing_up,panicking_emergency
d913bbbe-c69b-4e0a-b023-7df961544674,I requested a refund weeks ago and it is still not showing in my account I keep checking and nothing has come through I need this resolved now I want the exact status and when the money will land,51,Refund_not_showing_up,panicking_emergency
732c323b-0268-4e1e-b954-a09ffcb1e36b,I need help right now I requested a refund days ago and it was approved by the merchant but the money is not in my account I keep checking and nothing shows up I am panicking I need to know where it is and when it will post,51,Refund_not_showing_up,panicking_emergency
dbbc66b5-970b-401a-af5b-c0b3c90353c3,I was promised a refund last week and it still hasnt hit my account balance. I checked today and nothing changed on my statement. Where is it now. I need it urgently.,51,Refund_not_showing_up,panicking_emergency
