id,text,label_text,persona
8aaf4564-b3e6-47df-806d-4e9a1a3e0599,"Hey there! Seriously, what's going on with my account?! I sent a refund ages ago and now nothin’s showing up whatsoever! It’s like poof, vanished into thin air! Where did all that money go, huh? Can’t you people get your act together already? I need to see my damn money back or I swear, I’m gonna lose it! Fix this mess right away!",Refund_not_showing_up,angry_layperson
96f3f987-a79b-43c4-93e6-c2ebe03e8487,"Listen, I’m really ticked off here! I’m sitting there expecting my money back like yesterday because you promised me a refund, and where is it? Not even a hint of it on my bloody statement! It's been ages since I shelled out that cash. What the hell’s going on? Did someone lose their mind or what? Fix this mess NOW, before I pop another venting bubble over here!",Refund_not_showing_up,angry_layperson
0f7ad1c0-4439-4238-8269-aa6b789f30b9,"Listen up, I can't believe you people! I waited ages for that refund and now it's like vanishing into thin air! Checked my account a dozen times already—it's not there! This is just ridiculous—I need that money back in my account yesterday, what kind of circus are you running over here? Fix this mess NOW or I'm gonna have words with the higher-ups.",Refund_not_showing_up,angry_layperson
2f8d61e2-16db-40b1-9b08-bcc060ee58af,"Hey, listen up! I'm ticked off because money that was supposed to come back to my account is nowhere to be seen! I checked like a zillion times, but nothing's showing up. It’s not just sitting there; it should have hit my balance by now. Fix this ASAP or give me someone who can actually sort things out instead of leaving me hanging here with promises and no cash!",Refund_not_showing_up,angry_layperson
f938c24d-432a-4aab-a8d8-f9a930c92e16,"Hey, listen! I’m here fuming because that blasted refund you promised is nowhere to be seen on my bloody account! It’s like you're hoarding my cash for fun or something. Fix this mess right now, will ya?",Refund_not_showing_up,angry_layperson
269b8cff-e34a-48b1-b6fc-ed3756122d35,"Hey, listen up! I got a refund that should be in my account ages ago, but guess what? It's as invisible as a ghost! I've been looking at my balance all day, and there's zilch! This isn't rocket science, it’s money that was supposed to be mine. Can somebody just sort this out already?!",Refund_not_showing_up,angry_layperson
dfa77dbc-bcd3-496c-8d01-40e402b9a268,I can't see my refund still nothing deposited over a week now what's happening how am I supposed to pay bills no money coming through I need answers immediately something is wrong fix this now,Refund_not_showing_up,panicking_emergency
87bb6784-6c7d-4ed8-ac38-950f9192ab78,Hello urgent need help money not showing up refund supposed to be here days now account still empty what happening why no fund transfer I'm panicking need immediate solution something wrong with bank system fix this fast please!,Refund_not_showing_up,panicking_emergency
f552e4df-3aa8-4dcb-a015-859f45c654fd,"Bank! Refund not in account still where is my money?! Paid weeks ago supposed to be back now what's happening? Need answer ASAP! I'm freaking out, please fix this urgent!!!",Refund_not_showing_up,panicking_emergency
4ab502d0-5b6d-4fcd-90b3-e8e0ebb7e6f2,I need help right now refund disappeared from account my balance looks weird what happened? Money missing I can’t pay bills this urgent please explain fast where is my money gone??,Refund_not_showing_up,panicking_emergency
0c84606e-f94e-43c8-8721-24b26ebd837c,I need help now refund missing I checked account multiple times no sign of it happening urgent funds needed something wrong what's going on can someone fix this immediately?,Refund_not_showing_up,panicking_emergency
43e1c454-9915-49e7-b774-119a6e9aebd3,URGENT HELP! REFUND MISSING NO SHOW IN ACCOUNT!!! SENT CONFIRMATION EMAIL PAYMENT DONE BUT NOTHING HERE!! CASH FLOW ISSUES NOW WHAT?? CALL ASAP NEED SOLUTION QUICKLY!!! END OF MONEY PLEASE FIX THIS IMMEDIATELY!!!!,Refund_not_showing_up,panicking_emergency
b6ebdbf4-39e9-4f75-951e-24b799400f2e,"Good day,

I am reaching out to express a concern regarding an anticipated refund that has not yet appeared in my account, despite having been assured of its impending arrival following a transactional reversal. I would be most grateful if you could kindly investigate this matter at your earliest convenience and provide me with detailed insights into the current status of said refund. Your prompt assistance in resolving this issue will be greatly appreciated.

Thank you for your attention to this matter.

Yours sincerely,  
[Your Name]",Refund_not_showing_up,polite_expert
239c4d35-6b57-4b9e-84fa-b1d2895fcf24,"Dear Banking Support Team,

I trust this communication finds you well. I am writing to bring to your attention an issue concerning a recent transaction where an expected refund has not been reflected in my account balance as anticipated. Despite several days having elapsed since the issuance of said refund, there appears to be no record of it being processed or credited to my account.

I would greatly appreciate if you could kindly investigate this matter and provide me with an update on the status of the transaction. Should there be any additional information required from my end, please do not hesitate to inform me at your earliest convenience.

Thank you for your prompt attention to this matter.

Yours faithfully,

[Your Full Name]  
[Account Number]  
[Preferred Contact Information]",Refund_not_showing_up,polite_expert
c6208788-d77b-47fb-bc0f-2d35e348bed1,"Subject: Inquiry Regarding Delayed Refund Posting

Dear Customer Service Team,

I trust this message finds you well. I am writing to bring to your attention an issue that has recently arisen concerning my account. Despite expecting a refund from a recent transaction several days ago, it appears that no such amount has been credited to my account balance as of yet.

Could you kindly assist me in verifying the status of this matter? Your prompt assistance and elucidation regarding any potential processing timelines or issues would be greatly appreciated.

Thank you for your attention to this matter. I look forward to your expedient response.

Yours sincerely,

[Your Full Name]  
[Account Number/Reference Number, if applicable]",Refund_not_showing_up,polite_expert
3435dad8-e512-4794-8ca1-7c65b3ae6c8b,"Dear Esteemed Customer,

I hope this message finds you well. I am writing to address a concern regarding a transaction on my account, specifically an expected refund that has yet to be credited as per anticipated timelines. To ensure clarity, could you kindly verify whether there have been any recent updates or adjustments pertaining to this particular matter? Your assistance in providing information on the status would be greatly appreciated.

Thank you very much for your prompt attention to this issue.

Warm regards,

[Your Name]",Refund_not_showing_up,polite_expert
7ca72f16-dfda-4f4b-b1c6-747ca6203b3d,"Esteemed Customer,

I trust this message finds you well. I am reaching out regarding a discrepancy in my recent banking transactions where an anticipated refund remains conspicuously absent from my account record. Despite verification of the transaction being initiated by the merchant, I have yet to observe any reflection of this sum on my statement. Could you kindly assist by investigating this matter and provide an elucidation as to the status of said refund?

I would be most appreciative for your prompt assistance in resolving this matter.

Yours sincerely,
[Your Name]",Refund_not_showing_up,polite_expert
0b9afb02-b273-4427-9095-924a96f97085,"Dear Sir or Madam,

I hope this message finds you well. I am writing to bring to your attention an issue regarding a recent transaction for which I had anticipated receiving reimbursement; however, the refund does not appear to have been credited to my account as of yet. The original transaction was completed on [date], and I trust that my matter will receive your prompt review and resolution.

Thank you for your understanding and assistance in this regard.

Yours faithfully,

[Your Name]",Refund_not_showing_up,polite_expert
1cd0e3cf-7e24-4c69-9829-b4ff04367c10,"Hey, so like, I did a thing with my card recently and was supposed to get my cash back, but for some reason, it's not showing up in my account yet. It’s been ages and there’s nada on my end. Can you help me figure out what's going on? Thanks!",Refund_not_showing_up,gen_z_slang
7a2788b9-6f2f-4304-b374-45e3adc4e1d2,"Hey, so like I was expecting that refund from my recent return, but it's still MIA on my account, smh 😒 Can u check what’s up? It’s been a hot minute since they said it should’ve hit my balance. Thanks fam! 🙏",Refund_not_showing_up,gen_z_slang
cc66ab3e-cb60-4fd3-9a9a-2f6fa8d3a73f,"Hey, so like, I totally got that money back from my purchase, but for some reason, it's not showing up in my bank app or account balance yet. It’s been a few days, and I’m super confused rn 😬 Could you help me figure out what's going on or check if it's processing slower than usual? Thx!",Refund_not_showing_up,gen_z_slang
59332b96-8887-401c-a0ef-f12f6d3758ba,"Hey, so like, my bank account's been low-key empty for a while now but I was supposed to get that refund from *insert store* like last week? It totally ain't showing up and I'm kinda vibing on not spending my hard-earned cash again. Can you peep into it and sort it ASAP? Thanks a mil! 🙌",Refund_not_showing_up,gen_z_slang
525a49d1-5cac-48e0-86b0-175f51de23bc,"Hey, so I totally got some cash refunded but peeped my app, and it's like ghosting me on there?! Like where did all that money vanish to? 🤔 It was supposed to be in my account ages ago! Help a sis out? 😩",Refund_not_showing_up,gen_z_slang
3ed03735-40cd-4a6a-823f-6f8e521c05ff,"Hey there! So like, I just checked my app and my account's acting all kinds of weird. I did this thing where I asked for a refund from that sneaker store (you know, the one everyone’s talking about), but it’s not showing up at all on my side? Checked like five times—still nada 😬. Could you help me figure out what's going down? Thanks!",Refund_not_showing_up,gen_z_slang
f4acbc8e-a1ec-45b2-abb8-2a73ddd6e79e,"Hello, I have a problem. My refund not showing on account yet. I wait several days now, but no change. Can you please check why? Thank you for help.",Refund_not_showing_up,non_native_speaker
a76444a5-ea6b-418c-9362-c757a7b057e5,"Hello, I need help please. Money that should be coming back not show on my account. I wait for a refund from store but nothing there yet. Can you check why? Thank you!",Refund_not_showing_up,non_native_speaker
